104052 silly lifecycle diff@1.0.7~preinstall: no script for preinstall, continuing
112571 info lifecycle karma-ng-html2js-preprocessor@0.1.2~install: karma-ng-html2js-preprocessor@0.1.2
112572 silly lifecycle karma-ng-html2js-preprocessor@0.1.2~install: no script for install, continuing
112573 silly install character-parser@1.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\character-parser-65b8960c
112574 info lifecycle character-parser@1.2.0~install: character-parser@1.2.0
112575 silly lifecycle character-parser@1.2.0~install: no script for install, continuing
112576 silly install commander@2.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\commander-72e4269a
112577 info lifecycle commander@2.1.0~install: commander@2.1.0
112578 silly lifecycle commander@2.1.0~install: no script for install, continuing
112579 silly install mkdirp@0.3.5 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkdirp-732d01f3
112580 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
112581 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
112582 silly install karma-ng-scenario@0.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\karma-ng-scenario-cf954e08
112583 info lifecycle karma-ng-scenario@0.1.0~install: karma-ng-scenario@0.1.0
112584 silly lifecycle karma-ng-scenario@0.1.0~install: no script for install, continuing
112585 silly install karma-requirejs@0.2.6 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\karma-requirejs-1d051508
112586 info lifecycle karma-requirejs@0.2.6~install: karma-requirejs@0.2.6
112587 silly lifecycle karma-requirejs@0.2.6~install: no script for install, continuing
112588 silly install karma-script-launcher@0.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\karma-script-launcher-c00a9b0b
112589 info lifecycle karma-script-launcher@0.1.0~install: karma-script-launcher@0.1.0
112590 silly lifecycle karma-script-launcher@0.1.0~install: no script for install, continuing
112591 silly install colors@1.1.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\colors-3f90105e
112592 info lifecycle colors@1.1.2~install: colors@1.1.2
112593 silly lifecycle colors@1.1.2~install: no script for install, continuing
112594 silly install graceful-fs@3.0.8 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\graceful-fs-6c876f7a
112595 info lifecycle graceful-fs@3.0.8~install: graceful-fs@3.0.8
112596 silly lifecycle graceful-fs@3.0.8~install: no script for install, continuing
112597 silly install mime@1.3.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-668e0c29
112598 info lifecycle mime@1.3.4~install: mime@1.3.4
112599 silly lifecycle mime@1.3.4~install: no script for install, continuing
112600 silly install minimatch@2.0.10 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimatch-0dfa6cc1
112601 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
112602 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
112603 silly install q@1.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\q-892267e8
112604 info lifecycle q@1.4.1~install: q@1.4.1
112605 silly lifecycle q@1.4.1~install: no script for install, continuing
112606 silly install source-map@0.4.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\source-map-9af6e422
112607 info lifecycle source-map@0.4.4~install: source-map@0.4.4
112608 silly lifecycle source-map@0.4.4~install: no script for install, continuing
112609 silly install kew@0.7.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\kew-f91604f3
112610 info lifecycle kew@0.7.0~install: kew@0.7.0
112611 silly lifecycle kew@0.7.0~install: no script for install, continuing
112612 silly install keypress@0.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\keypress-d8810aee
112613 info lifecycle keypress@0.1.0~install: keypress@0.1.0
112614 silly lifecycle keypress@0.1.0~install: no script for install, continuing
112615 silly install commander@1.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\commander-6c703b40
112616 info lifecycle commander@1.2.0~install: commander@1.2.0
112617 silly lifecycle commander@1.2.0~install: no script for install, continuing
112618 silly install kind-of@3.0.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\kind-of-bb23ed99
112619 info lifecycle kind-of@3.0.3~install: kind-of@3.0.3
112620 silly lifecycle kind-of@3.0.3~install: no script for install, continuing
112621 silly install is-number@2.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\is-number-f2869b36
112622 info lifecycle is-number@2.1.0~install: is-number@2.1.0
112623 silly lifecycle is-number@2.1.0~install: no script for install, continuing
112624 silly install klaw@1.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\klaw-53aac5c2
112625 info lifecycle klaw@1.2.0~install: klaw@1.2.0
112626 silly lifecycle klaw@1.2.0~install: no script for install, continuing
112627 silly install graceful-fs@4.1.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\graceful-fs-6aa5b2bd
112628 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
112629 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
112630 silly install lockfile@1.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lockfile-40ec4db2
112631 info lifecycle lockfile@1.0.1~install: lockfile@1.0.1
112632 silly lifecycle lockfile@1.0.1~install: no script for install, continuing
112633 silly install lodash@3.10.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash-d8ce1e71
112634 info lifecycle lodash@3.10.1~install: lodash@3.10.1
112635 silly lifecycle lodash@3.10.1~install: no script for install, continuing
112636 silly install lodash._baseslice@4.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash._baseslice-e6257905
112637 info lifecycle lodash._baseslice@4.0.0~install: lodash._baseslice@4.0.0
112638 silly lifecycle lodash._baseslice@4.0.0~install: no script for install, continuing
112639 silly install lodash._basetostring@4.12.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash._basetostring-014dad19
112640 info lifecycle lodash._basetostring@4.12.0~install: lodash._basetostring@4.12.0
112641 silly lifecycle lodash._basetostring@4.12.0~install: no script for install, continuing
112642 silly install lodash._isnative@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash._isnative-2edba52f
112643 info lifecycle lodash._isnative@2.4.1~install: lodash._isnative@2.4.1
112644 silly lifecycle lodash._isnative@2.4.1~install: no script for install, continuing
112645 silly install lodash._objecttypes@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash._objecttypes-dba03871
112646 info lifecycle lodash._objecttypes@2.4.1~install: lodash._objecttypes@2.4.1
112647 silly lifecycle lodash._objecttypes@2.4.1~install: no script for install, continuing
112648 silly install lodash.isfunction@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.isfunction-da6a5211
112649 info lifecycle lodash.isfunction@2.4.1~install: lodash.isfunction@2.4.1
112650 silly lifecycle lodash.isfunction@2.4.1~install: no script for install, continuing
112651 silly install lodash.isobject@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.isobject-7f1c55f7
112652 info lifecycle lodash.isobject@2.4.1~install: lodash.isobject@2.4.1
112653 silly lifecycle lodash.isobject@2.4.1~install: no script for install, continuing
112654 silly install lodash.now@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.now-f104d852
112655 info lifecycle lodash.now@2.4.1~install: lodash.now@2.4.1
112656 silly lifecycle lodash.now@2.4.1~install: no script for install, continuing
112657 silly install lodash.debounce@2.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.debounce-2b12b4ef
112658 info lifecycle lodash.debounce@2.4.1~install: lodash.debounce@2.4.1
112659 silly lifecycle lodash.debounce@2.4.1~install: no script for install, continuing
112660 silly install lodash.tostring@4.1.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.tostring-33da3cfc
112661 info lifecycle lodash.tostring@4.1.3~install: lodash.tostring@4.1.3
112662 silly lifecycle lodash.tostring@4.1.3~install: no script for install, continuing
112663 silly install lodash.padstart@4.5.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.padstart-1bad48cc
112664 info lifecycle lodash.padstart@4.5.0~install: lodash.padstart@4.5.0
112665 silly lifecycle lodash.padstart@4.5.0~install: no script for install, continuing
112666 silly install lodash.padend@4.5.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.padend-69b91cc1
112667 info lifecycle lodash.padend@4.5.0~install: lodash.padend@4.5.0
112668 silly lifecycle lodash.padend@4.5.0~install: no script for install, continuing
112669 silly install lodash.pad@4.4.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lodash.pad-8a1aeaa0
112670 info lifecycle lodash.pad@4.4.0~install: lodash.pad@4.4.0
112671 silly lifecycle lodash.pad@4.4.0~install: no script for install, continuing
112672 silly install gauge@1.2.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\gauge-8f555282
112673 info lifecycle gauge@1.2.7~install: gauge@1.2.7
112674 silly lifecycle gauge@1.2.7~install: no script for install, continuing
112675 silly install ansi-styles@2.2.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ansi-styles-11f8ab3e
112676 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
112677 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
112678 silly install strip-ansi@3.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\strip-ansi-9056e252
112679 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
112680 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
112681 silly install semver@4.3.6 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\semver-3ff6e0f5
112682 info lifecycle semver@4.3.6~install: semver@4.3.6
112683 silly lifecycle semver@4.3.6~install: no script for install, continuing
112684 silly install lower-case@1.1.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lower-case-2dd6b2f8
112685 info lifecycle lower-case@1.1.3~install: lower-case@1.1.3
112686 silly lifecycle lower-case@1.1.3~install: no script for install, continuing
112687 silly install is-lower-case@1.1.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\is-lower-case-765831b5
112688 info lifecycle is-lower-case@1.1.3~install: is-lower-case@1.1.3
112689 silly lifecycle is-lower-case@1.1.3~install: no script for install, continuing
112690 silly install lpad@0.2.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lpad-9d953a4f
112691 info lifecycle lpad@0.2.1~install: lpad@0.2.1
112692 silly lifecycle lpad@0.2.1~install: no script for install, continuing
112693 silly install lru-cache@2.7.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lru-cache-1ae36e91
112694 info lifecycle lru-cache@2.7.3~install: lru-cache@2.7.3
112695 silly lifecycle lru-cache@2.7.3~install: no script for install, continuing
112696 silly install lru-queue@0.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\lru-queue-8668a414
112697 info lifecycle lru-queue@0.1.0~install: lru-queue@0.1.0
112698 silly lifecycle lru-queue@0.1.0~install: no script for install, continuing
112699 silly install map-obj@1.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\map-obj-4144308c
112700 info lifecycle map-obj@1.0.1~install: map-obj@1.0.1
112701 silly lifecycle map-obj@1.0.1~install: no script for install, continuing
112702 silly install camelcase-keys@2.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\camelcase-keys-dadbedf9
112703 info lifecycle camelcase-keys@2.1.0~install: camelcase-keys@2.1.0
112704 silly lifecycle camelcase-keys@2.1.0~install: no script for install, continuing
112705 silly install media-typer@0.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\media-typer-b9d0dc93
112706 info lifecycle media-typer@0.2.0~install: media-typer@0.2.0
112707 silly lifecycle media-typer@0.2.0~install: no script for install, continuing
112708 silly install minimist@1.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimist-c544db74
112709 info lifecycle minimist@1.2.0~install: minimist@1.2.0
112710 silly lifecycle minimist@1.2.0~install: no script for install, continuing
112711 silly install object-assign@4.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\object-assign-bb27278e
112712 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
112713 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
112714 silly install merge-descriptors@0.0.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\merge-descriptors-d42edad1
112715 info lifecycle merge-descriptors@0.0.2~install: merge-descriptors@0.0.2
112716 silly lifecycle merge-descriptors@0.0.2~install: no script for install, continuing
112717 silly install methods@1.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\methods-2ef5f400
112718 info lifecycle methods@1.0.0~install: methods@1.0.0
112719 silly lifecycle methods@1.0.0~install: no script for install, continuing
112720 silly install methods@1.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\methods-36862efb
112721 info lifecycle methods@1.1.0~install: methods@1.1.0
112722 silly lifecycle methods@1.1.0~install: no script for install, continuing
112723 silly install mime@1.2.11 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-2ff7858d
112724 info lifecycle mime@1.2.11~install: mime@1.2.11
112725 silly lifecycle mime@1.2.11~install: no script for install, continuing
112726 silly install form-data@0.1.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\form-data-6d2dbd89
112727 info lifecycle form-data@0.1.4~install: form-data@0.1.4
112728 silly lifecycle form-data@0.1.4~install: no script for install, continuing
112729 silly install mime-db@1.12.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-db-05f2a96c
112730 info lifecycle mime-db@1.12.0~install: mime-db@1.12.0
112731 silly lifecycle mime-db@1.12.0~install: no script for install, continuing
112732 silly install mime-types@2.0.14 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-types-8a72e25c
112733 info lifecycle mime-types@2.0.14~install: mime-types@2.0.14
112734 silly lifecycle mime-types@2.0.14~install: no script for install, continuing
112735 silly install type-is@1.5.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\type-is-9d0ef436
112736 info lifecycle type-is@1.5.7~install: type-is@1.5.7
112737 silly lifecycle type-is@1.5.7~install: no script for install, continuing
112738 silly install accepts@1.1.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\accepts-048f7976
112739 info lifecycle accepts@1.1.4~install: accepts@1.1.4
112740 silly lifecycle accepts@1.1.4~install: no script for install, continuing
112741 silly install mime-types@2.0.14 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-types-14213b19
112742 info lifecycle mime-types@2.0.14~install: mime-types@2.0.14
112743 silly lifecycle mime-types@2.0.14~install: no script for install, continuing
112744 silly install form-data@0.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\form-data-79205bf6
112745 info lifecycle form-data@0.2.0~install: form-data@0.2.0
112746 silly lifecycle form-data@0.2.0~install: no script for install, continuing
112747 silly install mime-types@1.0.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mime-types-04a24437
112748 info lifecycle mime-types@1.0.2~install: mime-types@1.0.2
112749 silly lifecycle mime-types@1.0.2~install: no script for install, continuing
112750 silly install minijasminenode@1.1.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minijasminenode-ebd5926a
112751 info lifecycle minijasminenode@1.1.1~install: minijasminenode@1.1.1
112752 silly lifecycle minijasminenode@1.1.1~install: no script for install, continuing
112753 silly install minimist@0.0.8 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimist-a8331013
112754 info lifecycle minimist@0.0.8~install: minimist@0.0.8
112755 silly lifecycle minimist@0.0.8~install: no script for install, continuing
112756 silly install mkdirp@0.5.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkdirp-083f7fab
112757 info lifecycle mkdirp@0.5.0~install: mkdirp@0.5.0
112758 silly lifecycle mkdirp@0.5.0~install: no script for install, continuing
112759 silly install mkdirp@0.5.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkdirp-953c9500
112760 info lifecycle mkdirp@0.5.0~install: mkdirp@0.5.0
112761 silly lifecycle mkdirp@0.5.0~install: no script for install, continuing
112762 silly install mkdirp@0.5.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkdirp-7efcce90
112763 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
112764 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
112765 silly install mkpath@0.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkpath-3558047d
112766 info lifecycle mkpath@0.1.0~install: mkpath@0.1.0
112767 silly lifecycle mkpath@0.1.0~install: no script for install, continuing
112768 silly install commander@2.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\commander-71e5d4bb
112769 info lifecycle commander@2.0.0~install: commander@2.0.0
112770 silly lifecycle commander@2.0.0~install: no script for install, continuing
112771 silly install diff@1.0.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\diff-f1a21579
112772 info lifecycle diff@1.0.7~install: diff@1.0.7
112773 silly lifecycle diff@1.0.7~install: no script for install, continuing
112774 silly install graceful-fs@2.0.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\graceful-fs-1361451f
112775 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
112776 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
112777 silly install mkdirp@0.3.5 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mkdirp-4c183423
112778 info lifecycle mkdirp@0.3.5~install: mkdirp@0.3.5
112779 silly lifecycle mkdirp@0.3.5~install: no script for install, continuing
112780 silly install mongodb-core@1.2.31 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mongodb-core-f34f7fdc
112781 info lifecycle mongodb-core@1.2.31~install: mongodb-core@1.2.31
112782 silly lifecycle mongodb-core@1.2.31~install: no script for install, continuing
112783 silly install bytes@0.3.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\bytes-f6512cb4
112784 info lifecycle bytes@0.3.0~install: bytes@0.3.0
112785 silly lifecycle bytes@0.3.0~install: no script for install, continuing
112786 silly install mout@0.9.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mout-9068858d
112787 info lifecycle mout@0.9.1~install: mout@0.9.1
112788 silly lifecycle mout@0.9.1~install: no script for install, continuing
112789 silly install ms@0.6.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ms-f21ec01c
112790 info lifecycle ms@0.6.2~install: ms@0.6.2
112791 silly lifecycle ms@0.6.2~install: no script for install, continuing
112792 silly install debug@2.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\debug-3af9deb8
112793 info lifecycle debug@2.0.0~install: debug@2.0.0
112794 silly lifecycle debug@2.0.0~install: no script for install, continuing
112795 silly install finalhandler@0.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\finalhandler-905ff9ac
112796 info lifecycle finalhandler@0.2.0~install: finalhandler@0.2.0
112797 silly lifecycle finalhandler@0.2.0~install: no script for install, continuing
112798 silly install debug@2.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\debug-7fb00daf
112799 info lifecycle debug@2.0.0~install: debug@2.0.0
112800 silly lifecycle debug@2.0.0~install: no script for install, continuing
112801 silly install debug@1.0.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\debug-7106b69e
112802 info lifecycle debug@1.0.4~install: debug@1.0.4
112803 silly lifecycle debug@1.0.4~install: no script for install, continuing
112804 silly install underscore@1.8.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\underscore-982ee1a2
112805 info lifecycle underscore@1.8.3~install: underscore@1.8.3
112806 silly lifecycle underscore@1.8.3~install: no script for install, continuing
112807 silly install mute-stream@0.0.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\mute-stream-f8a92c5a
112808 info lifecycle mute-stream@0.0.4~install: mute-stream@0.0.4
112809 silly lifecycle mute-stream@0.0.4~install: no script for install, continuing
112810 silly install nan@1.8.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\nan-88aaf3ef
112811 info lifecycle nan@1.8.4~install: nan@1.8.4
112812 silly lifecycle nan@1.8.4~install: no script for install, continuing
112813 silly install ncp@0.5.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ncp-46a2cf8d
112814 info lifecycle ncp@0.5.1~install: ncp@0.5.1
112815 silly lifecycle ncp@0.5.1~install: no script for install, continuing
112816 silly install negotiator@0.4.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\negotiator-6ff7c0fe
112817 info lifecycle negotiator@0.4.7~install: negotiator@0.4.7
112818 silly lifecycle negotiator@0.4.7~install: no script for install, continuing
112819 silly install accepts@1.0.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\accepts-5eb4eee4
112820 info lifecycle accepts@1.0.7~install: accepts@1.0.7
112821 silly lifecycle accepts@1.0.7~install: no script for install, continuing
112822 silly install next-tick@0.2.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\next-tick-d7edee8d
112823 info lifecycle next-tick@0.2.2~install: next-tick@0.2.2
112824 silly lifecycle next-tick@0.2.2~install: no script for install, continuing
112825 silly install esprima@1.2.5 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\esprima-4b378cdf
112826 info lifecycle esprima@1.2.5~install: esprima@1.2.5
112827 silly lifecycle esprima@1.2.5~install: no script for install, continuing
112828 silly install source-map@0.1.43 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\source-map-abb8ffc8
112829 info lifecycle source-map@0.1.43~install: source-map@0.1.43
112830 silly lifecycle source-map@0.1.43~install: no script for install, continuing
112831 silly install async@0.9.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\async-d429d822
112832 info lifecycle async@0.9.2~install: async@0.9.2
112833 silly lifecycle async@0.9.2~install: no script for install, continuing
112834 silly install etag@1.7.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\etag-86fb03f7
112835 info lifecycle etag@1.7.0~install: etag@1.7.0
112836 silly lifecycle etag@1.7.0~install: no script for install, continuing
112837 silly install fresh@0.3.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\fresh-7539f3a7
112838 info lifecycle fresh@0.3.0~install: fresh@0.3.0
112839 silly lifecycle fresh@0.3.0~install: no script for install, continuing
112840 silly install minimatch@2.0.10 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimatch-e030feb7
112841 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
112842 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
112843 silly install ms@0.7.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ms-c274164c
112844 info lifecycle ms@0.7.1~install: ms@0.7.1
112845 silly lifecycle ms@0.7.1~install: no script for install, continuing
112846 silly install semver@3.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\semver-8798391b
112847 info lifecycle semver@3.0.1~install: semver@3.0.1
112848 silly lifecycle semver@3.0.1~install: no script for install, continuing
112849 silly install yargs@1.3.3 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\yargs-1e6268f8
112850 info lifecycle yargs@1.3.3~install: yargs@1.3.3
112851 silly lifecycle yargs@1.3.3~install: no script for install, continuing
112852 silly install deep-extend@0.4.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\deep-extend-d55e6357
112853 info lifecycle deep-extend@0.4.1~install: deep-extend@0.4.1
112854 silly lifecycle deep-extend@0.4.1~install: no script for install, continuing
112855 silly install graceful-fs@4.1.4 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\graceful-fs-8942efb6
112856 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
112857 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
112858 silly install minimatch@3.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimatch-1cfd2571
112859 info lifecycle minimatch@3.0.0~install: minimatch@3.0.0
112860 silly lifecycle minimatch@3.0.0~install: no script for install, continuing
112861 silly install minimist@1.2.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\minimist-49acecf0
112862 info lifecycle minimist@1.2.0~install: minimist@1.2.0
112863 silly lifecycle minimist@1.2.0~install: no script for install, continuing
112864 silly install nopt@3.0.6 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\nopt-a06874e0
112865 info lifecycle nopt@3.0.6~install: nopt@3.0.6
112866 silly lifecycle nopt@3.0.6~install: no script for install, continuing
112867 silly install semver@5.1.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\semver-ed04ffa4
112868 info lifecycle semver@5.1.0~install: semver@5.1.0
112869 silly lifecycle semver@5.1.0~install: no script for install, continuing
112870 silly install node-uuid@1.4.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\node-uuid-fb07734f
112871 info lifecycle node-uuid@1.4.7~install: node-uuid@1.4.7
112872 silly lifecycle node-uuid@1.4.7~install: no script for install, continuing
112873 silly install nopt@1.0.10 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\nopt-7c723ac5
112874 info lifecycle nopt@1.0.10~install: nopt@1.0.10
112875 silly lifecycle nopt@1.0.10~install: no script for install, continuing
